MaStR-Nr. der Einheit;Anzeige-Name der Einheit;Betriebs-Status;Energieträger;Bruttoleistung der Einheit;Nettonennleistung der Einheit;Inbetriebnahmedatum der Einheit;Registrierungsdatum der Einheit;Bundesland;Postleitzahl;Ort;Straße;Hausnummer;Gemarkung;Flurstück;Gemeindeschlüssel;Koordinate: Breitengrad (WGS84);Koordinate: Längengrad (WGS84);Anzahl der Solar-Module;Hauptausrichtung der Solar-Module;Name des Windparks;Nabenhöhe der Windenergieanlage;Rotordurchmesser der Windenergieanlage;Hersteller der Windenergieanlage;Typenbezeichnung;Hauptbrennstoff der Einheit;Nutzbare Speicherkapazität in kWh;Technologie der Stromerzeugung;Lage der Einheit;Letzte Aktualisierung;Datum der endgültigen Stilllegung;Datum der geplanten Inbetriebnahme;Name des Anlagenbetreibers (nur Org.);"	MaStR-Nr. des Anlagenbetreibers";Volleinspeisung oder Teileinspeisung;MaStR-Nr. der Genehmigung;Name des Anschluss-Netzbetreibers;MaStR-Nr. des Anschluss-Netzbetreibers;Netzbetreiberprüfung;Spannungsebene;MaStR-Nr. der Lokation;MaStR-Nr. der EEG-Anlage;EEG-Anlagenschlüssel;Inbetriebnahmedatum der EEG-Anlage;Installierte Leistung der EEG-Anlage;Zuschlagnummer (EEG/KWK-Ausschreibung);MaStR-Nr. der KWK-Anlage;Inbetriebnahmedatum der KWK-Anlage;Elektrische KWK-Leistung;Thermische Nutzleistung in kW
SEE984040665378;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;24.08.2022;16.08.2022;Thüringen;7407;Rudolstadt;;;;;16073076;;;2;Süd-Ost;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);05.09.2022;;;natürliche Person (ABR997891851517);ABR997891851517;Teileinspeisung (einschließlich Eigenverbrauch);;EnR Energienetze Rudolstadt GmbH (SNB953495670831);SNB953495670831;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL968338883309;EEG926478533720;E4321301S122029600600000000000001;24.08.2022;0,6;;;;;
SEE954407879564;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;24.08.2022;16.08.2022;Thüringen;7407;Rudolstadt;;;;;16073076;;;2;West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);06.09.2022;;;natürliche Person (ABR990764872329);ABR990764872329;Teileinspeisung (einschließlich Eigenverbrauch);;EnR Energienetze Rudolstadt GmbH (SNB953495670831);SNB953495670831;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL924368030151;EEG970997192388;E4321301S122025801600900000100001;24.08.2022;0,6;;;;;
SEE934444802558;Balkonkraftwerk Pappelweg;In Planung;Solare Strahlungsenergie;0,8;0,6;;16.08.2022;Thüringen;99102;Klettbach;;;;;16071043;;;2;Süd-West;;;;;;;;;Freifläche;16.08.2022;;20.08.2022;natürliche Person (ABR905222620299);ABR905222620299;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;;Niederspannung (= Hausanschluss/Haushaltsstrom);;;;;;;;;;
SEE917246902855;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;16.08.2022;16.08.2022;Thüringen;99610;Sömmerda;;;;;16068051;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);16.08.2022;;;natürliche Person (ABR987996053817);ABR987996053817;Volleinspeisung;;Sömmerdaer Energieversorgung GmbH (SNB932006596143);SNB932006596143;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL988840691179;EEG939388963105;;16.08.2022;0,6;;;;;
SEE995770447387;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;01.08.2022;17.08.2022;Thüringen;37355;Niederorschel;;;;;16061074;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);17.08.2022;;;natürliche Person (ABR938745286536);ABR938745286536;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL906678396868;EEG954470888821;;01.08.2022;0,6;;;;;
SEE940204686023;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,67;0,6;18.08.2022;18.08.2022;Thüringen;99817;Eisenach;;;;;16056000;;;2;Süd;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);18.08.2022;;;natürliche Person (ABR909643108558);ABR909643108558;Teileinspeisung (einschließlich Eigenverbrauch);;EVB Netze GmbH (SNB989700422711);SNB989700422711;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL902892437776;EEG912842592608;;18.08.2022;0,67;;;;;
SEE914099108724;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,74;0,6;25.06.2022;18.08.2022;Thüringen;99894;Friedrichroda;;;;;16067019;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);18.08.2022;;;natürliche Person (ABR920200838466);ABR920200838466;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL939644159303;EEG952582175679;;25.06.2022;0,74;;;;;
SEE953251083035;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,34;0,3;19.08.2022;19.08.2022;Thüringen;99425;Weimar;;;;;16055000;;;1;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);18.11.2022;;;natürliche Person (ABR983303609500);ABR983303609500;Teileinspeisung (einschließlich Eigenverbrauch);;ENWG Energienetze Weimar GmbH & Co. KG (SNB963792700889);SNB963792700889;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL956469439472;EEG927179721850;E4182101CS01470970000000000000001;19.08.2022;0,34;;;;;
SEE960313441887;"Schuppendach ""Balkonkraftwerk""";In Betrieb;Solare Strahlungsenergie;0,8;0,8;19.08.2022;19.08.2022;Thüringen;37318;Steinheuterode;;;;;16061091;;;4;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);30.08.2022;;;natürliche Person (ABR972380308673);ABR972380308673;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL931234284723;EEG990663434895;;19.08.2022;0,8;;;;;
SEE996492483042;BalkonKraftwerk;In Betrieb;Solare Strahlungsenergie;0,39;0,39;19.08.2022;19.08.2022;Thüringen;98646;Hildburghausen;;;;;16069024;;;1;Süd-Ost;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);21.09.2023;;;natürliche Person (ABR941087528523);ABR941087528523;Teileinspeisung (einschließlich Eigenverbrauch);;"Netze Magdeburg GmbH (SNB933459598975); TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712)";"SNB933459598975; SNB970821959712";In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL918722461309;EEG955119535526;E47046000000000000000051350305260;19.08.2022;0,39;;;;;
SEE906059907911;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,82;0,6;20.08.2022;20.08.2022;Thüringen;7318;Saalfeld;;;;;16073077;;;2;Süd;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);20.08.2022;;;natürliche Person (ABR928589053722);ABR928589053722;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL937021459541;EEG979568526690;;20.08.2022;0,6;;;;;
SEE993486675056;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;15.08.2022;21.08.2022;Thüringen;4600;Altenburg;;;;;16077001;;;2;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);21.08.2022;;;natürliche Person (ABR953853771705);ABR953853771705;Teileinspeisung (einschließlich Eigenverbrauch);;Energie- und Wasserversorgung Altenburg GmbH (SNB934514392514);SNB934514392514;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL933652139074;EEG968913420677;;15.08.2022;0,6;;;;;
SEE975265549291;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,76;0,6;20.08.2022;21.08.2022;Thüringen;99867;Gotha;;;;;16067029;;;2;Ost-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);21.08.2022;;;natürliche Person (ABR962711464154);ABR962711464154;Teileinspeisung (einschließlich Eigenverbrauch);;Stadtwerke Gotha Netz GmbH (SNB961316124487);SNB961316124487;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL972916727275;EEG954473816258;;20.08.2022;0,76;;;;;
SEE946675343076;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;21.09.2022;21.08.2022;Thüringen;7407;Rudolstadt;;;;;16073076;;;2;Nord;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);26.10.2022;;;natürliche Person (ABR931494682062);ABR931494682062;Teileinspeisung (einschließlich Eigenverbrauch);;EnR Energienetze Rudolstadt GmbH (SNB953495670831);SNB953495670831;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL986072654979;EEG930152252197;E4321301S131044001300500000000001;21.09.2022;0,6;;;;;
SEE954309935566;Balkonkraftwerk I;In Betrieb;Solare Strahlungsenergie;0,6;0,6;21.08.2022;22.08.2022;Thüringen;99885;Ohrdruf;;;;;16067053;;;2;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);22.08.2022;;;natürliche Person (ABR926506472748);ABR926506472748;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL922171574404;EEG969693362638;;21.08.2022;0,6;;;;;
SEE932828162236;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,75;0,6;12.07.2022;22.08.2022;Thüringen;37351;Dingelstädt;;;;;16061118;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);05.07.2023;;;natürliche Person (ABR920924071101);ABR920924071101;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL909832518168;EEG900861874126;E4183201RS50217438000039123500001;12.07.2022;0,75;;;;;
SEE975007102197;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,74;0,6;22.08.2022;23.08.2022;Thüringen;37339;Teistungen;;;;;16061114;;;2;Süd;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);23.08.2022;;;natürliche Person (ABR966788092722);ABR966788092722;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL944371518422;EEG902140713980;;22.08.2022;0,74;;;;;
SEE939250187592;Balkonkraftwerk 1;In Betrieb;Solare Strahlungsenergie;0,75;0,6;05.09.2022;29.09.2022;Thüringen;7806;Neustadt;;;;;16075073;;;2;West;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);13.01.2023;;;natürliche Person (ABR940086264227);ABR940086264227;Teileinspeisung (einschließlich Eigenverbrauch);;Stadtwerke Neustadt an der Orla GmbH (SNB931294328658);SNB931294328658;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL926571334910;EEG999740482743;E4107101S550217000500000001300001;05.09.2022;0,6;;;;;
SEE940428247499;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;26.08.2022;26.08.2022;Thüringen;98693;Ilmenau;;;;;16070029;;;2;Süd-Ost;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);26.08.2022;;;natürliche Person (ABR958520052859);ABR958520052859;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL965572467555;EEG947290633443;;26.08.2022;0,6;;;;;
SEE930149160986;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;01.08.2022;27.08.2022;Thüringen;36456;Barchfeld-Immelborn;;;;;16063004;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);27.08.2022;;;natürliche Person (ABR901858660357);ABR901858660357;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL946587153589;EEG926847178200;;01.08.2022;0,6;;;;;
SEE978840028365;Balkonkraftwerk1;In Betrieb;Solare Strahlungsenergie;0,7;0,6;26.08.2022;27.08.2022;Thüringen;7987;Mohlsdorf-Teichwolframsdorf;;;;;16076093;;;2;Süd;;;;;;;;;Freifläche;27.08.2022;;;natürliche Person (ABR978857952196);ABR978857952196;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL910567731548;EEG973374547252;;26.08.2022;0,6;;;;;
SEE984906085531;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,67;0,56;01.09.2022;27.08.2022;Thüringen;99428;Weimar;;;;;16055000;;;2;Süd-Ost;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);26.12.2022;;;natürliche Person (ABR963357842863);ABR963357842863;Teileinspeisung (einschließlich Eigenverbrauch);;ENWG Energienetze Weimar GmbH & Co. KG (SNB963792700889);SNB963792700889;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL942510937585;EEG942336237586;E4183201RS50561720000080372800002;01.09.2022;0,67;;;;;
SEE909126320538;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,79;0,6;20.08.2022;27.08.2022;Thüringen;99718;Clingen;;;;;16065012;;;2;Süd;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);27.08.2022;;;natürliche Person (ABR945171632554);ABR945171632554;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL991528392114;EEG912722701045;;20.08.2022;0,79;;;;;
SEE942665664060;Balkonkraftwerk;In Planung;Solare Strahlungsenergie;0,4;0,4;;28.08.2022;Thüringen;99510;Apolda;;;;;16071001;;;1;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);14.10.2022;;14.11.2022;natürliche Person (ABR960649361477);ABR960649361477;Teileinspeisung (einschließlich Eigenverbrauch);;ENA Energienetze Apolda GmbH (SNB913563830420);SNB913563830420;;Niederspannung (= Hausanschluss/Haushaltsstrom);;;;;;;;;;
SEE985922507809;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;28.08.2022;28.08.2022;Thüringen;98593;Floh-Seligenthal;;;;;16066023;;;2;Nord-Ost;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);28.08.2022;;;natürliche Person (ABR997436309411);ABR997436309411;Teileinspeisung (einschließlich Eigenverbrauch);;Werraenergie GmbH (SNB973501936539);SNB973501936539;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL979977964458;EEG910496545889;;28.08.2022;0,6;;;;;
SEE992644286349;Balkonkraftwerk Werkstatt;In Betrieb;Solare Strahlungsenergie;0,71;0,6;01.08.2022;28.08.2022;Thüringen;98724;Lauscha;;;;;16072011;;;2;Süd-Ost;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);28.08.2022;;;natürliche Person (ABR920545617795);ABR920545617795;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL909280691840;EEG948532302165;;01.08.2022;0,6;;;;;
SEE981259850236;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,3;0,3;31.08.2022;27.09.2022;Thüringen;6556;Artern;;;;;16065086;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);12.09.2023;;;natürliche Person (ABR926193850874);ABR926193850874;Volleinspeisung;;Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931);SNB916269213931;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL990672303861;EEG996659613541;E41081010000000000000000000485581;31.08.2022;0,3;;;;;
SEE989553574896;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,64;0,6;29.08.2022;29.08.2022;Thüringen;4610;Meuselwitz;;;;;16077032;;;2;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);18.02.2023;;;natürliche Person (ABR944359714150);ABR944359714150;Teileinspeisung (einschließlich Eigenverbrauch);;Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931);SNB916269213931;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL941050124899;EEG929442329534;E41081010000000000000000000478968;29.08.2022;0,64;;;;;
SEE904139199454;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,37;0,35;02.09.2022;02.09.2022;Thüringen;98660;Themar;;;;;16069051;;;1;Süd-West;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);02.09.2022;;;natürliche Person (ABR922000898428);ABR922000898428;Volleinspeisung;;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL995115335461;EEG920231773491;;02.09.2022;0,37;;;;;
SEE996928721038;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;11.08.2022;30.08.2022;Thüringen;98630;Römhild;;;;;16069062;;;2;Süd-Ost;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);30.08.2022;;;natürliche Person (ABR986967775604);ABR986967775604;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL977017711413;EEG973990976085;;11.08.2022;0,6;;;;;
SEE905164984107;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,75;0,75;22.07.2022;30.08.2022;Thüringen;37327;Leinefelde-Worbis;;;;;16061115;;;2;Ost;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);30.08.2022;;;natürliche Person (ABR985079481496);ABR985079481496;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL949769814841;EEG936751647587;;22.07.2022;0,75;;;;;
SEE997885184270;PV Balkonkraftwerk Bosswerk;In Betrieb;Solare Strahlungsenergie;0,74;0,6;01.09.2022;01.09.2022;Thüringen;99752;Bleicherode;;;;;16062066;;;2;Süd;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);01.09.2022;;;natürliche Person (ABR974236545959);ABR974236545959;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL945184819072;EEG910669119411;;01.09.2022;0,6;;;;;
SEE931469456414;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,68;0,6;31.08.2022;01.09.2022;Thüringen;99834;Gerstungen;;;;;16063097;;;2;Süd-West;;;;;;;;;Freifläche;01.09.2022;;;natürliche Person (ABR976067378904);ABR976067378904;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL916035379366;EEG950179661383;;31.08.2022;0,68;;;;;
SEE935160243939;Balkonkraftwerk 1;In Betrieb;Solare Strahlungsenergie;0,75;0,6;04.10.2022;06.10.2022;Thüringen;7907;Moßbach;;;;;16075068;;;2;Süd-West;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);06.10.2022;;;natürliche Person (ABR967191338735);ABR967191338735;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL950618983663;EEG915548350213;;04.10.2022;0,75;;;;;
SEE990764583973;Balkonkraftwerk 1;In Betrieb;Solare Strahlungsenergie;0,74;0,6;01.09.2022;01.09.2022;Thüringen;98631;Grabfeld;;;;;16066094;;;2;Süd-Ost;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);01.09.2022;;;natürliche Person (ABR918657836371);ABR918657836371;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL949645474763;EEG997020683521;;01.09.2022;0,74;;;;;
SEE915702744087;Balkonkraftwerk 2;In Betrieb;Solare Strahlungsenergie;0,74;0,6;01.09.2022;01.09.2022;Thüringen;98631;Grabfeld;;;;;16066094;;;2;Süd-Ost;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);01.09.2022;;;natürliche Person (ABR918657836371);ABR918657836371;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL982672168861;EEG954407097098;;01.09.2022;0,74;;;;;
SEE930670711466;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,74;0,6;01.09.2022;01.09.2022;Thüringen;96515;Sonneberg;;;;;16072018;;;2;Nord-West;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);01.09.2022;;;natürliche Person (ABR958003307759);ABR958003307759;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL937492211297;EEG974267845004;;01.09.2022;0,74;;;;;
SEE927462381464;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,78;0,78;01.07.2022;04.09.2022;Thüringen;37327;Leinefelde-Worbis;;;;;16061115;;;2;Süd-West;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);09.11.2022;;;natürliche Person (ABR903673334055);ABR903673334055;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL979240693061;EEG973493201592;;01.07.2022;1;;;;;
SEE939563563038;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,6;0,6;04.09.2022;04.09.2022;Thüringen;99869;Drei Gleichen;;;;;16067089;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);04.09.2022;;;natürliche Person (ABR998292828795);ABR998292828795;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL973444776001;EEG926415063143;;04.09.2022;0,6;;;;;
SEE900651668775;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,38;0,38;04.09.2022;04.09.2022;Thüringen;98617;Meiningen;;;;;16066042;;;2;Süd-Ost;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);04.09.2022;;;natürliche Person (ABR915160454573);ABR915160454573;Teileinspeisung (einschließlich Eigenverbrauch);;TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712);SNB970821959712;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL976326252068;EEG920668721522;;04.09.2022;0,38;;;;;
SEE982876301958;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,72;0,6;07.08.2023;07.08.2023;Thüringen;7751;Jena;;;;;16053000;;;2;Süd-Ost;;;;;;;;;Bauliche Anlagen (Sonstige);07.08.2023;;;natürliche Person (ABR903122805969);ABR903122805969;Teileinspeisung (einschließlich Eigenverbrauch);;Stadtwerke Jena Netze GmbH (SNB945861817537);SNB945861817537;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL947870601060;EEG904898848679;;07.08.2023;0,72;;;;;
SEE964438732462;Balkonkraftwerk DMS 6;In Betrieb;Solare Strahlungsenergie;0,37;0,3;05.09.2022;05.09.2022;Thüringen;99867;Gotha;;;;;16067029;;;1;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);05.09.2022;;;natürliche Person (ABR948902696887);ABR948902696887;Teileinspeisung (einschließlich Eigenverbrauch);;Stadtwerke Gotha Netz GmbH (SNB961316124487);SNB961316124487;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL924317487968;EEG960810295013;;05.09.2022;0,37;;;;;
SEE992762364844;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,74;0,6;02.09.2022;07.09.2022;Thüringen;99092;Erfurt;;;;;16051000;;;2;West;;;;;;;;;Bauliche Anlagen (Hausdach, Gebäude und Fassade);07.09.2022;;;natürliche Person (ABR957317270469);ABR957317270469;Teileinspeisung (einschließlich Eigenverbrauch);;SWE Netz GmbH (Erfurt) (SNB950262883869);SNB950262883869;In Prüfung;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL956372379124;EEG940745872817;;02.09.2022;0,74;;;;;
SEE927835800059;Balkonkraftwerk;In Betrieb;Solare Strahlungsenergie;0,79;0,6;11.10.2022;15.09.2022;Thüringen;7546;Gera;;;;;16052000;;;2;Süd;;;;;;;;;Steckerfertige Solaranlage (sog. Balkonkraftwerk);19.06.2023;;;natürliche Person (ABR975647014089);ABR975647014089;Teileinspeisung (einschließlich Eigenverbrauch);;GeraNetz GmbH (SNB948816192529);SNB948816192529;Geprüft;Niederspannung (= Hausanschluss/Haushaltsstrom);SEL972575495010;EEG964192849895;E41795010000000000000000006410001;11.10.2022;0,79;;;;;
